0,4.6716204026,7.2250509183,9.8301391879,0.6738881170,0.3793181732,-0.3478613296,0.5300802058
100000000,9.9248513449,2.3271928458,5.6810017685,-0.5345012995,0.7845502373,-0.2267614835,-0.2176430922
200000000,9.7774473692,1.6818968716,-7.7056244612,0.4404205796,0.4134893285,0.0215651240,0.7966123484
300000000,-0.2494264047,-5.3080464033,5.1429670779,-0.5029908883,-0.5569148454,0.0161170554,0.6607467456
400000000,-5.9776854766,-1.2000804687,6.2986706083,-0.1070739474,0.1005755824,0.1659155129,0.9751367928
500000000,0.3254816575,3.3052892565,-6.9614584337,-0.0318987924,-0.0277787025,-0.0505182974,0.9978269952
600000000,0.0802046377,-7.4046977192,0.3685164434,-0.3048479406,-0.3343423171,0.7539968787,-0.4762054755
700000000,-5.9417423971,3.2606299158,-7.9614561232,0.0975733943,-0.2592670250,-0.0318787793,0.9603352466
800000000,7.2677580708,-4.9042744612,-2.0596663626,0.6257591638,0.4140889451,-0.0436936935,0.6595806817
900000000,-4.1961939001,-9.1024784193,-2.3405387907,0.5742368465,0.1777523929,0.4629815660,0.6513863680
1000000000,5.6497989555,2.7947927359,-6.2029741588,0.1236498689,0.0010200249,-0.1234848268,0.9846121912
1100000000,5.8585244432,-4.4457775861,5.3025561325,0.0638147328,-0.0464478828,0.0157028177,0.9967565879
1200000000,6.4646927930,9.6591286394,-0.4957313172,-0.3835137218,-0.4681236755,-0.0932987128,0.7906154564
1300000000,0.1893566268,-8.0504332810,5.6712340899,0.9340412281,0.2714182305,0.1198429771,0.1988386009
1400000000,-2.7595410156,6.2277735149,-0.1231243564,0.9923465317,0.0516579520,-0.1098767793,-0.0225146695
1500000000,-1.1515306918,0.9010329756,-1.5050355005,-0.5388947341,0.7273966024,0.3513771383,-0.2387901905
1600000000,4.5530587195,0.2579716212,1.2559276847,0.3696877241,-0.0336647685,-0.5415329392,0.7542809462
1700000000,-8.2840812176,-9.0076727826,-5.6664791193,0.1180056664,-0.4154176693,0.5594193800,0.7074975477
1800000000,-6.4187919951,2.7143723933,6.6075753303,-0.1104648381,-0.1458748312,0.1563583615,0.9706029652
